timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
4.311999280005693,7.950579158748578e-36,-1.2949942857471343e-35,9.8100004196167,-1.158957843472308e-06,2.2671414967589953e-08,3.0163094244528565e-11
4.42569637671113,-9607.392578125,15648.5654296875,10.641468048095703,-1.1172759286637302e-06,9.387175623487565e-07,1.2537837434933863e-10
4.553862173110247,0.0,0.0,10.496525764465332,-5.168196182125939e-08,4.376932238869813e-08,-1.0891387791645002e-10
4.714228678494692,-0.0006185488309711218,-0.0012532047694548965,9.640681266784668,9.956381745723775e-07,4.376665572181082e-07,8.37056535196723e-11
4.875884581357241,-0.0012628689873963594,0.002493523759767413,9.694785118103027,5.361844159779139e-07,1.3389706055022543e-07,4.4465542359262145e-11
5.003099177032709,-0.0037757214158773422,0.004980604629963636,9.748483657836914,-9.142449926002882e-07,1.6098306332423817e-07,1.5617465654038654e-11
5.12885857000947,0.002538623521104455,-0.007487014401704073,9.738423347473145,-3.9351527902908856e-07,-2.3730873977001465e-07,-1.2631951040731337e-11
5.250729572027922,-0.0012499833246693015,-6.442823178076651e-06,9.77271556854248,-2.4393219177909486e-07,-2.1924584814314585e-07,-7.410333457968932e-11
5.374029871076345,-0.0012499833246693015,-6.442823178076651e-06,9.774158477783203,0.0,0.0,0.0
5.505211766809225,-0.002499966649338603,-1.2885646356153302e-05,9.8100004196167,0.0,0.0,0.0
5.637916769832373,0.0012757546501234174,-0.004993490409106016,9.8100004196167,0.0,0.0,0.0
5.7643670700490475,0.0012370976619422436,0.002506409538909793,9.8100004196167,0.0,0.0,0.0
5.889192972332239,1.2885646356153302e-05,-0.002499966649338603,9.8100004196167,0.0,0.0,0.0
6.0120979733765125,-0.002512852195650339,0.002487081103026867,9.8100004196167,0.0,0.0,0.0
6.138605166226625,0.0012370976619422436,0.002506409538909793,9.8100004196167,0.0,0.0,0.0
6.2685212679207325,-0.002525737974792719,0.004987047519534826,9.8100004196167,0.0,0.0,0.0
